price,status,area,rate per sqft,property type,locality,builder name,rera approval,bhk_count,society,company name,flat type,price_tier,price_cr
10700000,under construction,1138,9450,2 bhk apartment in m3m antalya hills phase i,sector 79,home,approved by rera,2,m3m antalya hills phase i,m3m,apartment,budget,1.07
14400000,under construction,1528,9450,3 bhk apartment in m3m antalya hills phase i,sector 79,property in gurgaon,approved by rera,3,m3m antalya hills phase i,m3m,apartment,value-mid,1.44
40000000,ready to move,4500,8888,4 bhk independent floor,sector 57,mm india pvt ltd,not approved by rera,4,outside socity,outside,plot,premium,4.0
24000000,under construction,1800,13333,3 bhk independent floor in anant raj estate plots,sector 63,mm india pvt ltd,approved by rera,3,anant raj estate plots,anant,floor,premium,2.4
63800000,ready to move,2282,28000,3 bhk apartment in dlf park place,sector 54,mm india pvt ltd,not approved by rera,3,dlf park place,dlf,apartment,ultra-luxury,6.38
4500000,ready to move,920,4891,3 bhk apartment,sector 3a,seller,not approved by rera,3,outside socity,outside,plot,budget,0.45
4500000,ready to move,1000,4500,2 bhk apartment,sector 69,seller,not approved by rera,2,outside socity,outside,plot,budget,0.45
9000000,ready to move,1250,7200,3 bhk independent floor in bptp astaire garden plots,sector 70a,seller,not approved by rera,3,bptp astaire garden plots,bptp,floor,budget,0.9
74900000,under construction,3800,19736,4 bhk apartment in dlf the arbour,sector 63,seller,approved by rera,4,dlf the arbour,dlf,apartment,ultra-luxury,7.49
19700000,under construction,2390,8250,4 bhk apartment in navraj the antalya,sector 37d,seller,approved by rera,4,navraj the antalya,navraj,apartment,value-mid,1.97
80100000,under construction,3956,20253,4 bhk apartment in dlf the arbour,sector 63,seller,approved by rera,4,dlf the arbour,dlf,apartment,ultra-luxury,8.01
13700000,under construction,1450,9448,3 bhk apartment in ss cendana residence,sector 83,superb solution providers pvt ltd,approved by rera,3,ss cendana residence,ss,apartment,value-mid,1.37
22000000,ready to move,2450,8979,4 bhk independent floor,sector 51,sharma realtors solution,not approved by rera,4,outside socity,outside,plot,value-mid,2.2
15000000,under construction,1205,12448,3 bhk apartment in signature global city 81 phase 2,sector 81,sm realty,approved by rera,3,signature global city 81 phase 2,signature,apartment,value-mid,1.5
44000000,under construction,1677,26237,3 bhk apartment in adani brahma samsara vilasa,sector 63,impex estates india private limited,approved by rera,3,adani brahma samsara vilasa,adani,apartment,ultra-luxury,4.4
12000000,ready to move,1430,8391,3 bhk apartment in mapsko casa bella,sector 82,bricksblenders,not approved by rera,3,mapsko casa bella,mapsko,apartment,budget,1.2
52500000,ready to move,2905,18072,4 bhk apartment in tata primanti,sector 72,corvous india infratech pvt ltd,not approved by rera,4,tata primanti,tata,apartment,ultra-luxury,5.25
4600000,ready to move,720,6388,1 bhk apartment in ameya sapphire eighty three,sector 83,ayuni direct realty,not approved by rera,1,ameya sapphire eighty three,ameya,apartment,budget,0.46
30000000,ready to move,2082,14409,3 bhk apartment in omaxe the nile,sector 49,sagar,not approved by rera,3,omaxe the nile,omaxe,apartment,premium,3.0
9900000,ready to move,1366,7247,2 bhk apartment in m3m woodshire,sector 107,home,not approved by rera,2,m3m woodshire,m3m,apartment,budget,0.99
45300000,ready to move,3969,11413,4 bhk independent floor in unitown trehan luxury floor 63,sector 63,property in gurgaon,not approved by rera,4,unitown trehan luxury floor 63,unitown,floor,ultra-luxury,4.53
120000000,ready to move,3500,34285,4 bhk apartment in dlf the belaire,sector 54,properties for sale in gurgaon,not approved by rera,4,dlf the belaire,dlf,apartment,ultra-luxury,12.0
35500000,ready to move,2450,14489,3 bhk apartment in puri emerald bay,sector 104,bhoomi realtors,not approved by rera,3,puri emerald bay,puri,apartment,premium,3.55
10500000,ready to move,1000,10500,2 bhk independent floor in signature global city 92,sector 92,keshri real tech,not approved by rera,2,signature global city 92,signature,floor,budget,1.05
19000000,ready to move,2365,8033,4 bhk apartment in pareena express heights,sector 99a,angel bricks,not approved by rera,4,pareena express heights,pareena,apartment,value-mid,1.9
37000000,ready to move,1975,18734,4 bhk apartment in emaar emerald floors premier,sector 65,gk realtors,not approved by rera,4,emaar emerald floors premier,emaar,apartment,premium,3.7
55000000,under construction,1469,37465,4 bhk apartment in godrej aristocrat,sector 49,yoga reality,approved by rera,4,godrej aristocrat,godrej,apartment,ultra-luxury,5.5
20000000,ready to move,2000,10000,3 bhk independent floor,sector 46,homes solution,not approved by rera,3,outside socity,outside,plot,value-mid,2.0
28000000,under construction,1902,14750,3 bhk apartment in m3m golf hills phase 1,sector 79,ethos pro realtors,approved by rera,3,m3m golf hills phase 1,m3m,apartment,premium,2.8
26800000,under construction,2000,13400,3 bhk apartment in trehan luxury floors 71,sector 71,the assetree,approved by rera,3,trehan luxury floors 71,trehan,apartment,premium,2.68
27000000,ready to move,2650,10188,4 bhk independent floor in emaar emerald floors premier,sector 65,golden frog realty,not approved by rera,4,emaar emerald floors premier,emaar,floor,premium,2.7
5700000,ready to move,632,9018,2 bhk apartment in signature global orchard avenue,sector 93,shree associate,not approved by rera,2,signature global orchard avenue,signature,apartment,budget,0.57
25000000,ready to move,1950,12820,3 bhk independent floor in raheja sushant lok 1 floors,sector 43,khatri properties solution,not approved by rera,3,raheja sushant lok 1 floors,raheja,floor,premium,2.5
12600000,under construction,1055,12000,2 bhk apartment in signature global city 79 b,sector 79,mehta real estate,approved by rera,2,signature global city 79 b,signature,apartment,value-mid,1.26
21100000,ready to move,1046,20200,2 bhk apartment in godrej air,sector 85,home,not approved by rera,2,godrej air,godrej,apartment,value-mid,2.11
45000000,ready to move,3400,13235,4 bhk independent floor in today developer 6,dlf phase 2,akhilesh sharma,not approved by rera,4,today developer 6,today,floor,ultra-luxury,4.5
37600000,under construction,1795,21000,3 bhk apartment in m3m m3m crown,sector 111,accurate realty venture private limited,approved by rera,3,m3m m3m crown,m3m,apartment,premium,3.76
48000000,ready to move,2802,17130,3 bhk apartment in experion windchants,sector 112,chirag khatri,not approved by rera,3,experion w,experion,apartment,ultra-luxury,4.8
12000000,ready to move,1322,9077,2 bhk apartment in umang winter hills,sector 77,khushi housing solutions pvt ltd,not approved by rera,2,umang w,umang,apartment,budget,1.2
14500000,ready to move,1490,9731,2 bhk apartment in godrej 101,sector 79,true blue advisers,not approved by rera,2,godrej 101,godrej,apartment,value-mid,1.45
41000000,ready to move,2185,18764,3 bhk apartment,sector 72,rising realtors,not approved by rera,3,outside socity,outside,plot,premium,4.1
14900000,ready to move,1822,8177,3 bhk apartment in umang winter hills,sector 77,get home fix,not approved by rera,3,umang w,umang,apartment,value-mid,1.49
22500000,under construction,1829,12301,3 bhk apartment in godrej air,sector 85,arihant dream homes,approved by rera,3,godrej air,godrej,apartment,value-mid,2.25
45000000,ready to move,3762,11961,4 bhk independent floor in raheja sushant lok 1 floors,sector 43,neer me consultant,not approved by rera,4,raheja sushant lok 1 floors,raheja,floor,ultra-luxury,4.5
29000000,under construction,1855,15633,3 bhk apartment in godrej meridien,sector 106,sansiddhi homes,approved by rera,3,godrej meridien,godrej,apartment,premium,2.9
28000000,ready to move,2162,12950,4 bhk apartment in shapoorji pallonji joyville phase 1,sector 102,gateway realty,not approved by rera,4,shapoorji pallonji joyville phase 1,shapoorji,apartment,premium,2.8
27500000,ready to move,2103,13076,3 bhk apartment in dlf the primus,sector 82a,neeraj co,not approved by rera,3,dlf the primus,dlf,apartment,premium,2.75
34000000,under construction,1967,17300,3 bhk apartment in krisumi waterfall residences,sector 36a,gromax india,approved by rera,3,krisumi waterfall residences,krisumi,apartment,premium,3.4
6200000,under construction,765,8104,2 bhk independent house,sector 104,sunrise property consultants,not approved by rera,2,outside socity,outside,plot,budget,0.62
27000000,ready to move,4500,6000,4 bhk independent floor in reputed builder sushant lok 3,sector 57,home,not approved by rera,4,reputed builder sushant lok 3,reputed,floor,premium,2.7
4900000,ready to move,575,8521,2 bhk apartment,sector 93,property in gurgaon,not approved by rera,2,outside socity,outside,plot,budget,0.49
14500000,under construction,1751,8280,3 bhk apartment in eldeco acclaim,sector 2 sohna,properties for sale in gurgaon,approved by rera,3,eldeco acclaim,eldeco,apartment,value-mid,1.45
18500000,ready to move,1550,11935,2 bhk apartment in puri emerald bay,sector 104,paramount associates,not approved by rera,2,puri emerald bay,puri,apartment,value-mid,1.85
1970000,under construction,220,8954,1 rk studio apartment in dlf magnolias,sector 42,n s associates,approved by rera,1,dlf magnolias,dlf,apartment,budget,0.197
17100000,under construction,921,18566,1 bhk apartment in krisumi waterfall suites,sector 36a,mas infra,approved by rera,1,krisumi waterfall suites,krisumi,apartment,value-mid,1.71
19300000,ready to move,1840,10500,3 bhk independent floor in ahuja builders 4,sector 23 gurgaon,mangalam infratech,not approved by rera,3,ahuja builders 4,ahuja,floor,value-mid,1.93
12500000,under construction,1454,8629,3 bhk independent floor in landmark avana 1st phase,sector 95,maa karni properties,approved by rera,3,landmark avana 1st phase,landmark,floor,value-mid,1.25
28500000,ready to move,2010,14179,4 bhk apartment in tulip violet,sector 69,surya homes developers,not approved by rera,4,tulip violet,tulip,apartment,premium,2.85
25000000,ready to move,2660,9398,3 bhk apartment in bestech park view grand spa,sector 81,smart homzz,not approved by rera,3,bestech park view grand spa,bestech,apartment,premium,2.5
22500000,ready to move,2215,10158,4 bhk apartment in dlf regal gardens,sector 90,wadhwa realtors,not approved by rera,4,dlf regal gardens,dlf,apartment,value-mid,2.25
25000000,ready to move,2550,9803,3 bhk independent floor,sector 57,silverkeys realestate,not approved by rera,3,outside socity,outside,plot,premium,2.5
10500000,under construction,1550,6774,3 bhk independent floor in signature global park 1,sector 36 sohna,gravity advisors pvt ltd,approved by rera,3,signature global park 1,signature,floor,budget,1.05
38000000,ready to move,2600,14615,4 bhk independent floor,sector 41,saryu chadha,not approved by rera,4,outside socity,outside,plot,premium,3.8
33900000,ready to move,2675,12710,4 bhk apartment in bestech park view altura,sector 79,sandeep radhe associates,not approved by rera,4,bestech park view altura,bestech,apartment,premium,3.39
4300000,ready to move,500,8600,2 bhk apartment in rof aalayas,sector 102,rainbow realty rera-311,not approved by rera,2,rof aalayas,rof,apartment,budget,0.43
17200000,ready to move,2064,8333,3 bhk apartment in dlf new town heights 1,sector 90,sagar real estates s/c milestone buildspace pvt ltd,not approved by rera,3,dlf new town heights 1,dlf,apartment,value-mid,1.72
7970000,ready to move,980,8132,2 bhk apartment in umang winter hills,sector 77,amit,not approved by rera,2,umang w,umang,apartment,budget,0.797
145600000,under construction,4625,31500,4 bhk apartment in ireo grand hyatt,sector 58,dream house,approved by rera,4,ireo grand hyatt,ireo,apartment,ultra-luxury,14.56
12000000,ready to move,1283,9353,2 bhk apartment in experion the heartsong,sector 108,ads realty,not approved by rera,2,experion the heartsong,experion,apartment,budget,1.2
8500000,new,1296,6558,residential plot,palam vihar extension,home,not approved by rera,0,outside socity,outside,plot,budget,0.85
11500000,resale,1260,9126,residential plot in bptp district 6 block l,sector 84,property in gurgaon,not approved by rera,6,bptp district 6 block l,bptp,plot,budget,1.15
22200000,resale,1602,13888,residential plot in raheja vanya city plots,sector 99a,properties for sale in gurgaon,approved by rera,0,raheja vanya city plots,raheja,plot,value-mid,2.22
20000000,ready to move,1800,11111,3 bhk independent floor,sector 57,geeta properrties,not approved by rera,3,outside socity,outside,plot,value-mid,2.0
5200000,ready to move,516,10077,2 bhk apartment in apex our homes,sector 37c,aashiana realtors,not approved by rera,2,apex our homes,apex,apartment,budget,0.52
12500000,ready to move,1430,8741,2 bhk apartment in vatika the seven lamps,sector 82,r m reality,not approved by rera,2,vatika the seven lamps,vatika,apartment,value-mid,1.25
14000000,ready to move,1800,7777,3 bhk independent floor,sector 57,vaishno associates,not approved by rera,3,outside socity,outside,plot,value-mid,1.4
13200000,new,1485,8889,residential plot in faith ireo savannah,sector 35 sohna,defence realtors and developers,approved by rera,0,faith ireo savannah,faith,plot,value-mid,1.32
22800000,ready to move,1965,11603,3 bhk apartment in saan verdante,sector 95,prime associates,not approved by rera,3,saan verdante,saan,apartment,premium,2.28
24600000,ready to move,2600,9462,4 bhk apartment in central park aqua front towers,sector 33 sohna,prop cue,not approved by rera,4,central park aqua front towers,central,apartment,premium,2.46
39000000,ready to move,2700,14444,4 bhk independent floor,sushant lok,shri sai realtors,not approved by rera,4,outside socity,outside,plot,premium,3.9
172100000,ready to move,7650,22496,5 bhk villa in vipul tatvam villas,sector 48,dream home realty,not approved by rera,5,vipul tatvam villas,vipul,villa,ultra-luxury,17.21
41500000,under construction,4500,9222,4 bhk independent floor,sector 24,thirty three estates developers,not approved by rera,4,outside socity,outside,plot,ultra-luxury,4.15
95500000,ready to move,6371,15000,5 bhk apartment in m3m st andrews golf residences,sector 65,99 estates pvt ltd,not approved by rera,5,m3m st andrews golf residences,m3m,apartment,ultra-luxury,9.55
13700000,new,1575,8761,residential plot in meffier golden park,sector 4 sohna,sachin,approved by rera,0,meffier golden park,meffier,plot,value-mid,1.37
13400000,under construction,1496,9007,3 bhk apartment in signature global city 93,sector 93,whitehousz,approved by rera,3,signature global city 93,signature,apartment,value-mid,1.34
18500000,ready to move,2000,9250,3 bhk independent floor in uppal southend,sector 49,yasir,not approved by rera,3,uppal southend,uppal,floor,value-mid,1.85
43800000,ready to move,2660,16500,3 bhk apartment in m3m merlin,sector 67,gurugram landbase,not approved by rera,3,m3m merl,m3m,apartment,ultra-luxury,4.38
2380000,under construction,600,3966,2 bhk apartment in ganga tathastu,sector 4 sohna,investor's landbase,approved by rera,2,ganga tathastu,ganga,apartment,budget,0.238
27500000,ready to move,2700,10185,4 bhk independent floor,sector 57,property in gurgaon,not approved by rera,4,outside socity,outside,plot,premium,2.75
22500000,ready to move,2430,9259,3 bhk independent floor in ansal versalia phase a1,sector 67,properties for sale in gurgaon,not approved by rera,3,ansal versalia phase a1,ansal,floor,value-mid,2.25
7000000,ready to move,915,7650,2 bhk apartment in suncity avenue 102,sector 102,mm india pvt ltd,not approved by rera,2,suncity avenue 102,suncity,apartment,budget,0.7
37000000,ready to move,2000,18500,3 bhk apartment in central park tower c,sector 48,seller,not approved by rera,3,central park tower c,central,apartment,premium,3.7
32500000,ready to move,4300,7558,4 bhk independent floor,sector 49,seller,not approved by rera,4,outside socity,outside,plot,premium,3.25
14000000,ready to move,1231,11372,3 bhk independent floor in reputed builder sushant lok 3,sector 57,seller,not approved by rera,3,reputed builder sushant lok 3,reputed,floor,value-mid,1.4
32500000,ready to move,3200,10156,4 bhk independent floor in dhara malibu town floors,sector 47,seller,not approved by rera,4,dhara malibu town floors,dhara,floor,premium,3.25
20000000,ready to move,1700,11764,3 bhk independent floor,sector 57,seller,not approved by rera,3,outside socity,outside,plot,value-mid,2.0
27000000,ready to move,3000,9000,3 bhk independent floor in reputed builder huda colony,sector 46,seller,not approved by rera,3,reputed builder huda colony,reputed,floor,premium,2.7
25000000,ready to move,900,27777,2 bhk independent house in surendra luxury floor 45,sector 45,seller,not approved by rera,2,surendra luxury floor 45,surendra,house,premium,2.5
6500000,ready to move,715,9090,2 bhk apartment in pyramid urban homes 2,sector 86,seller,not approved by rera,2,pyramid urban homes 2,pyramid,apartment,budget,0.65
26000000,ready to move,2200,11818,3 bhk independent floor,sector 47,seller,not approved by rera,3,outside socity,outside,plot,premium,2.6
20000000,ready to move,2300,8695,3 bhk independent floor in reputed builder huda colony,sector 46,seller,not approved by rera,3,reputed builder huda colony,reputed,floor,value-mid,2.0
18000000,ready to move,1700,10588,3 bhk independent floor in reputed builder huda colony,sector 46,seller,not approved by rera,3,reputed builder huda colony,reputed,floor,value-mid,1.8
23000000,ready to move,2340,9829,3 bhk independent floor in ansal esencia,sector 67,seller,not approved by rera,3,ansal esencia,ansal,floor,premium,2.3
18000000,ready to move,900,20000,1 bhk independent house,sector 45,seller,not approved by rera,1,outside socity,outside,plot,value-mid,1.8
15000000,ready to move,1700,8823,3 bhk independent floor in vipul world plots,sector 48,seller,not approved by rera,3,vipul world plots,vipul,floor,value-mid,1.5
60200000,ready to move,2150,28000,3 bhk apartment in dlf park place,sector 54,seller,not approved by rera,3,dlf park place,dlf,apartment,ultra-luxury,6.02
84800000,ready to move,3395,25000,4 bhk apartment in conscient hines elevate,sector 59,seller,not approved by rera,4,conscient h,conscient,apartment,ultra-luxury,8.48
46000000,ready to move,2095,22000,3 bhk apartment in conscient hines elevate,sector 59,home,not approved by rera,3,conscient h,conscient,apartment,ultra-luxury,4.6
76100000,ready to move,2721,28000,4 bhk apartment in dlf park place,sector 54,property in gurgaon,not approved by rera,4,dlf park place,dlf,apartment,ultra-luxury,7.61
50400000,ready to move,2295,22000,3 bhk apartment in conscient hines elevate,sector 59,properties for sale in gurgaon,not approved by rera,3,conscient h,conscient,apartment,ultra-luxury,5.04
55300000,ready to move,1975,28000,3 bhk apartment in dlf park place,sector 54,seller,not approved by rera,3,dlf park place,dlf,apartment,ultra-luxury,5.53
52500000,ready to move,1875,28000,3 bhk apartment in dlf park place,sector 54,seller,not approved by rera,3,dlf park place,dlf,apartment,ultra-luxury,5.25
46900000,ready to move,1677,28000,2 bhk apartment in dlf park place,sector 54,seller,not approved by rera,2,dlf park place,dlf,apartment,ultra-luxury,4.69
79900000,under construction,3978,20110,4 bhk apartment in dlf the arbour,sector 63,seller,approved by rera,4,dlf the arbour,dlf,apartment,ultra-luxury,7.99
57000000,ready to move,2595,22000,3 bhk apartment in conscient hines elevate,sector 59,seller,not approved by rera,3,conscient h,conscient,apartment,ultra-luxury,5.7
70000000,under construction,3950,17722,4 bhk apartment in dlf the arbour,sector 63,seller,approved by rera,4,dlf the arbour,dlf,apartment,ultra-luxury,7.0
75700000,ready to move,2704,28000,4 bhk apartment in dlf park place,sector 54,seller,not approved by rera,4,dlf park place,dlf,apartment,ultra-luxury,7.57
67800000,under construction,2073,32706,4 bhk apartment in anant raj the estate residences,sector 63a,seller,approved by rera,4,anant raj the estate residences,anant,apartment,ultra-luxury,6.78
55500000,ready to move,1983,28000,3 bhk apartment in dlf park place,sector 54,seller,not approved by rera,3,dlf park place,dlf,apartment,ultra-luxury,5.55
55500000,ready to move,1985,28000,2 bhk apartment in dlf park place,sector 54,seller,not approved by rera,2,dlf park place,dlf,apartment,ultra-luxury,5.55
71400000,ready to move,2550,28000,4 bhk apartment in dlf park place,sector 54,seller,not approved by rera,4,dlf park place,dlf,apartment,ultra-luxury,7.14
56000000,ready to move,1535,36506,3 bhk apartment in mahindra luminare,sector 59,seller,not approved by rera,3,mah,mah,apartment,ultra-luxury,5.6
84600000,under construction,2586,32714,4 bhk apartment in anant raj the estate residences,sector 63a,seller,approved by rera,4,anant raj the estate residences,anant,apartment,ultra-luxury,8.46
65200000,ready to move,2329,28000,3 bhk apartment in dlf park place,sector 54,seller,not approved by rera,3,dlf park place,dlf,apartment,ultra-luxury,6.52
74900000,ready to move,2677,28000,4 bhk apartment in dlf park place,sector 54,seller,not approved by rera,4,dlf park place,dlf,apartment,ultra-luxury,7.49
66800000,under construction,2042,32713,4 bhk apartment in anant raj the estate residences,sector 63a,seller,approved by rera,4,anant raj the estate residences,anant,apartment,ultra-luxury,6.68
64300000,under construction,2250,28624,3 bhk apartment in birla navya avik phase 1,sector 63a,seller,approved by rera,3,birla navya avik phase 1,birla,apartment,ultra-luxury,6.43
20000000,resale,900,22222,residential plot,sector 52,home,not approved by rera,0,outside socity,outside,plot,value-mid,2.0
8500000,ready to move,1079,7877,2 bhk apartment in bptp spacio,sector 37d,properties for sale in gurgaon,not approved by rera,2,bptp spacio,bptp,apartment,budget,0.85
7500000,ready to move,815,9202,2 bhk apartment in suncity avenue 102,sector 102,seller,not approved by rera,2,suncity avenue 102,suncity,apartment,budget,0.75
4500000,ready to move,2000,2250,3 bhk apartment,sector 3a,properties for sale in gurgaon,not approved by rera,3,outside socity,outside,plot,budget,0.45
5600000,ready to move,1100,5090,3 bhk independent floor,sector 69,seller,not approved by rera,3,outside socity,outside,plot,budget,0.56
9231000,under construction,1211,7623,2 bhk apartment in signature global city 79 b,sector 79,superb solution providers pvt ltd,approved by rera,2,signature global city 79 b,signature,apartment,budget,0.9231
13900000,under construction,2408,5784,3 bhk apartment in signature global city 79 b,sector 79,superb solution providers pvt ltd,approved by rera,3,signature global city 79 b,signature,apartment,value-mid,1.39
12100000,under construction,2035,5978,3 bhk apartment in signature global city 79 b,sector 79,superb solution providers pvt ltd,approved by rera,3,signature global city 79 b,signature,apartment,budget,1.21
11400000,under construction,1556,7372,3 bhk apartment in signature global city 79 b,sector 79,home,approved by rera,3,signature global city 79 b,signature,apartment,budget,1.14
9786000,under construction,1566,6249,2 bhk apartment in signature global city 79 b,sector 79,property in gurgaon,approved by rera,2,signature global city 79 b,signature,apartment,budget,0.9786
13100000,under construction,1831,7170,3 bhk apartment in signature global city 79 b,sector 79,properties for sale in gurgaon,approved by rera,3,signature global city 79 b,signature,apartment,value-mid,1.31
79900000,under construction,3950,20253,4 bhk apartment in dlf the arbour,sector 63,sharma realtors solution,approved by rera,4,dlf the arbour,dlf,apartment,ultra-luxury,7.99
76900000,under construction,3800,20253,4 bhk apartment in dlf the arbour,sector 63,sharma realtors solution,approved by rera,4,dlf the arbour,dlf,apartment,ultra-luxury,7.69
17500000,ready to move,1405,12500,2 bhk apartment in godrej air phase i,sector 85,sm realty,not approved by rera,2,godrej air phase i,godrej,apartment,value-mid,1.75
19500000,ready to move,1930,10103,3 bhk apartment in dlf the skycourt,sector 86,sm realty,not approved by rera,3,dlf the skycourt,dlf,apartment,value-mid,1.95
15900000,ready to move,1890,8412,3 bhk apartment in ss the coralwood,sector 84,sm realty,not approved by rera,3,ss the coralwood,ss,apartment,value-mid,1.59
16500000,ready to move,1890,8730,3 bhk apartment in ss the coralwood,sector 84,impex estates india private limited,not approved by rera,3,ss the coralwood,ss,apartment,value-mid,1.65
25000000,ready to move,2475,10101,4 bhk apartment in bestech park view sanskruti,sector 92,impex estates india private limited,not approved by rera,4,bestech park view sanskruti,bestech,apartment,premium,2.5
39500000,under construction,3051,12946,3 bhk apartment in ganga nandaka,sector 84,impex estates india private limited,approved by rera,3,ganga nandaka,ganga,apartment,premium,3.95
12700000,under construction,1075,11813,2 bhk apartment in signature global city 81 phase 2,sector 81,impex estates india private limited,approved by rera,2,signature global city 81 phase 2,signature,apartment,value-mid,1.27
14000000,under construction,1190,11813,3 bhk apartment in signature global city 81 phase 2,sector 81,impex estates india private limited,approved by rera,3,signature global city 81 phase 2,signature,apartment,value-mid,1.4
19500000,ready to move,3800,5131,3 bhk apartment in central park flower valley,sector 33 sohna,impex estates india private limited,not approved by rera,3,central park flower valley,central,apartment,value-mid,1.95
6000000,ready to move,900,6666,3 bhk apartment in gls avenue 51,sector 92,corvous india infratech pvt ltd,not approved by rera,3,gls avenue 51,gls,apartment,budget,0.6
19500000,ready to move,1550,12580,2 bhk apartment in puri emerald bay,sector 104,corvous india infratech pvt ltd,not approved by rera,2,puri emerald bay,puri,apartment,value-mid,1.95
11000000,under construction,1190,9243,2 bhk apartment in signature global city 92 2,sector 92,urbankasa,approved by rera,2,signature global city 92 2,signature,apartment,budget,1.1
11500000,ready to move,1470,7823,3 bhk apartment in bptp park generation,sector 37d,home,not approved by rera,3,bptp park generation,bptp,apartment,budget,1.15
43000000,ready to move,2720,15808,4 bhk apartment in godrej meridien,sector 106,property in gurgaon,not approved by rera,4,godrej meridien,godrej,apartment,ultra-luxury,4.3
19000000,ready to move,2361,8047,3 bhk apartment in m3m woodshire,sector 107,properties for sale in gurgaon,not approved by rera,3,m3m woodshire,m3m,apartment,value-mid,1.9
49000000,ready to move,6300,7777,4 bhk independent floor in ansal esencia,sector 67,sagar,not approved by rera,4,ansal esencia,ansal,floor,ultra-luxury,4.9
35000000,ready to move,1350,25925,3 bhk villa in eros rosewood villas,sector 49,bhoomi realtors,not approved by rera,3,eros rosewood villas,eros,villa,premium,3.5
120000000,ready to move,6500,18461,5 bhk villa in tata raisina residency,sector 59,bhoomi realtors,not approved by rera,5,tata rais,tata,villa,ultra-luxury,12.0
22500000,ready to move,2660,8458,3 bhk apartment in bestech park view grand spa,sector 81,nayra realtors,not approved by rera,3,bestech park view grand spa,bestech,apartment,value-mid,2.25
17000000,ready to move,1825,9315,3 bhk apartment in godrej icon,sector 88a,nayra realtors,not approved by rera,3,godrej icon,godrej,apartment,value-mid,1.7
31000000,ready to move,3185,9733,4 bhk apartment in bestech park view grand spa,sector 81,keshri real tech,not approved by rera,4,bestech park view grand spa,bestech,apartment,premium,3.1
14500000,ready to move,1572,9223,3 bhk apartment in godrej 101,sector 79,sagar,not approved by rera,3,godrej 101,godrej,apartment,value-mid,1.45
15000000,ready to move,1741,8615,2 bhk apartment in ss the leaf,sector 85,sagar,not approved by rera,2,ss the leaf,ss,apartment,value-mid,1.5
35000000,ready to move,2000,17500,3 bhk apartment in pioneer park ph 1,sector 61,sagar,not approved by rera,3,pioneer park ph 1,pioneer,apartment,premium,3.5
32500000,ready to move,3470,9368,3 bhk apartment in bestech park view grand spa,sector 81,sagar,not approved by rera,3,bestech park view grand spa,bestech,apartment,premium,3.25
18000000,ready to move,1760,10227,3 bhk apartment in paras dews,sector 106,sagar,not approved by rera,3,paras dews,paras,apartment,value-mid,1.8
30000000,ready to move,2018,14866,3 bhk apartment in m3m skycity,sector 65,angel bricks,not approved by rera,3,m3m skycity,m3m,apartment,premium,3.0
42500000,ready to move,2700,15740,3 bhk apartment in adani brahma samsara vilasa,sector 63,sagar,not approved by rera,3,adani brahma samsara vilasa,adani,apartment,ultra-luxury,4.25
135000000,ready to move,4670,28907,4 bhk apartment in pioneer araya,sector 62,sagar,not approved by rera,4,pioneer araya,pioneer,apartment,ultra-luxury,13.5
26000000,ready to move,1800,14444,3 bhk independent floor in anant raj the estate floors,sector 63,angel bricks,not approved by rera,3,anant raj the estate floors,anant,floor,premium,2.6
18500000,ready to move,1836,10076,3 bhk independent floor in reputed builder sushant lok 3,sector 57,angel bricks,not approved by rera,3,reputed builder sushant lok 3,reputed,floor,value-mid,1.85
66000000,under construction,3416,19320,4 bhk apartment in godrej aristocrat,sector 49,sam realtors,approved by rera,4,godrej aristocrat,godrej,apartment,ultra-luxury,6.6
3000000,ready to move,450,6666,1 bhk apartment in gls avenue 51,sector 92,home,not approved by rera,1,gls avenue 51,gls,apartment,budget,0.3
45000000,under construction,4500,10000,4 bhk independent floor in uppal southend,sector 49,property in gurgaon,approved by rera,4,uppal southend,uppal,floor,ultra-luxury,4.5
46100000,ready to move,3969,11615,4 bhk independent floor in unitown trehan luxury floor 63,sector 63,properties for sale in gurgaon,not approved by rera,4,unitown trehan luxury floor 63,unitown,floor,ultra-luxury,4.61
41000000,ready to move,3240,12654,4 bhk independent floor in unitech south city ii,sector 49,yoga reality,not approved by rera,4,unitech south city ii,unitech,floor,premium,4.1
36800000,ready to move,2375,15494,3 bhk apartment in tata raisina residency,sector 59,keshri real tech,not approved by rera,3,tata rais,tata,apartment,premium,3.68
80000000,ready to move,6000,13333,6 bhk apartment in tata raisina residency,sector 59,keshri real tech,not approved by rera,6,tata rais,tata,apartment,ultra-luxury,8.0
15000000,ready to move,1480,10135,2 bhk apartment in microtek greenburg,sector 86,keshri real tech,not approved by rera,2,microtek greenburg,microtek,apartment,value-mid,1.5
20000000,ready to move,2230,8968,4 bhk apartment in dlf new town heights,sector 86,keshri real tech,not approved by rera,4,dlf new town heights,dlf,apartment,value-mid,2.0
75000000,ready to move,5000,15000,5 bhk villa,kadarpur,keshri real tech,not approved by rera,5,outside socity,outside,plot,ultra-luxury,7.5
23000000,ready to move,1920,11979,3 bhk apartment in ireo the corridors,sector 67,sagar,not approved by rera,3,ireo the corridors,ireo,apartment,premium,2.3
32000000,ready to move,2300,13913,4 bhk apartment in bestech park view spa next,sector 67,sagar,not approved by rera,4,bestech park view spa next,bestech,apartment,premium,3.2
