price,status,area,rate per sqft,property type,locality,builder name,rera approval,bhk_count,society,company name,flat type,price_tier,price_cr
8200000,under construction,1060,7735,2 bhk independent floor in signature global city 37d,sector 37d,shiri estates,approved by rera,2,signature global city 37d,signature,floor,budget,0.82
8900000,under construction,1095,8127,2 bhk apartment in signature global city 81,sector 81,home,approved by rera,2,signature global city 81,signature,apartment,budget,0.89
18500000,ready to move,2875,6434,4 bhk apartment in indiabulls centrum park,sector 103,property in gurgaon,not approved by rera,4,indiabulls centrum park,indiabulls,apartment,value-mid,1.85
8700000,under construction,629,13831,2 bhk apartment in signature global city 93,sector 93,properties for sale in gurgaon,approved by rera,2,signature global city 93,signature,apartment,budget,0.87
150000000,ready to move,5875,25531,5 bhk apartment in dlf magnolias,sector 42,satvik realtech,not approved by rera,5,dlf magnolias,dlf,apartment,ultra-luxury,15.0
8500000,ready to move,1578,5386,2 bhk apartment in imperia esfera,sector 37c,deltarealtyservices,not approved by rera,2,imperia esfera,imperia,apartment,budget,0.85
36000000,under construction,2016,17857,4 bhk independent house in dlf privana,sector 76,deepak property,approved by rera,4,dlf privana,dlf,house,premium,3.6
38200000,under construction,2446,15638,4 bhk apartment in sobha city vista residences,sector 108,deltarealtyservices,approved by rera,4,sobha city vista residences,sobha,apartment,premium,3.82
19500000,under construction,1692,11524,3 bhk apartment in shapoorji pallonji joyville,sector 102,deltarealtyservices,approved by rera,3,shapoorji pallonji joyville,shapoorji,apartment,value-mid,1.95
13600000,under construction,1931,7048,3 bhk independent floor,sector 79,sapient realty solutions,not approved by rera,3,outside socity,outside,plot,value-mid,1.36
3500000,ready to move,504,6944,1 bhk independent house in godrej summit,sector 104,growmax wealth management services,not approved by rera,1,godrej summit,godrej,house,budget,0.35
10000000,ready to move,1262,7923,2 bhk apartment in aipl zen residences,sector 70a,growmax wealth management services,not approved by rera,2,aipl zen residences,aipl,apartment,budget,1.0
11000000,ready to move,2541,4329,2 bhk apartment in ansal c2 block,palam vihar extension,signature,not approved by rera,2,ansal c2 block,ansal,apartment,budget,1.1
44500000,ready to move,5360,8302,4 bhk independent floor in bptp amstoria country floor,sector 102,prajapati properties,not approved by rera,4,bptp amstoria country floor,bptp,floor,ultra-luxury,4.45
45000000,ready to move,5374,8373,4 bhk apartment in bptp amstoria country floor,sector 102,deepak property,not approved by rera,4,bptp amstoria country floor,bptp,apartment,ultra-luxury,4.5
4500000,ready to move,731,6155,2 bhk apartment in gls south avenue,sector 92,m rahman,not approved by rera,2,gls south avenue,gls,apartment,budget,0.45
30000000,ready to move,1800,16666,3 bhk apartment in adani brahma samsara vilasa,sector 63,home,not approved by rera,3,adani brahma samsara vilasa,adani,apartment,premium,3.0
51000000,ready to move,5000,10200,7 bhk villa in eldeco mansionz,sector 48,property in gurgaon,not approved by rera,7,eldeco mansionz,eldeco,villa,ultra-luxury,5.1
38200000,ready to move,3062,12500,4 bhk apartment in saan verdante,sector 95,properties for sale in gurgaon,not approved by rera,4,saan verdante,saan,apartment,premium,3.82
25000000,ready to move,1640,15243,3 bhk apartment in suncity essel towers,sector 28,ali,not approved by rera,3,suncity essel towers,suncity,apartment,premium,2.5
12200000,ready to move,1775,6873,3 bhk apartment in ramprastha primera,sector 37d,ali,not approved by rera,3,ramprastha primera,ramprastha,apartment,budget,1.22
17500000,under construction,1420,12323,2 bhk apartment in m3m golf hills phase 1,sector 79,cubicsolution,approved by rera,2,m3m golf hills phase 1,m3m,apartment,value-mid,1.75
33600000,ready to move,3200,10500,4 bhk apartment in adani m2k oyster grande,sector 102,heritage realtors,not approved by rera,4,adani m2k oyster grande,adani,apartment,premium,3.36
10300000,ready to move,1366,7540,2 bhk apartment in m3m woodshire,sector 107,shree sai properties,not approved by rera,2,m3m woodshire,m3m,apartment,budget,1.03
42500000,under construction,2422,17554,3 bhk independent floor in dlf independent floors at dlf city phase i ii and iii,dlf phase 3,deepak,approved by rera,3,dlf independent floors at dlf city phase i ii and iii,dlf,floor,ultra-luxury,4.25
26500000,ready to move,1855,14285,3 bhk apartment in godrej meridien,sector 106,growmax wealth management services,not approved by rera,3,godrej meridien,godrej,apartment,premium,2.65
5000000,ready to move,813,6150,2 bhk apartment in suncity avenue 76,sector 76,growmax wealth management services,not approved by rera,2,suncity avenue 76,suncity,apartment,budget,0.5
13000000,ready to move,1220,10655,3 bhk apartment in central park flower valley,sector 33 sohna,growmax wealth management services,not approved by rera,3,central park flower valley,central,apartment,value-mid,1.3
22000000,ready to move,1593,13810,3 bhk apartment in unitown trehan luxury floor 63,sector 63,growmax wealth management services,not approved by rera,3,unitown trehan luxury floor 63,unitown,apartment,value-mid,2.2
110000000,ready to move,5000,22000,5 bhk independent floor in unitech espace nirvana country,sector 50,hamara homes reality,not approved by rera,5,unitech espace nirvana country,unitech,floor,ultra-luxury,11.0
18800000,under construction,1557,12074,3 bhk apartment in m3m antalya hills,sector 79,squareyard,approved by rera,3,m3m antalya hills,m3m,apartment,value-mid,1.88
18800000,ready to move,1400,13428,2 bhk apartment in godrej meridien,sector 106,sana associates,not approved by rera,2,godrej meridien,godrej,apartment,value-mid,1.88
28500000,ready to move,915,31147,3 bhk apartment in luv kush luxury builder floor luv kush sushant lok 2,sector 57,sana associates,not approved by rera,3,luv kush luxury builder floor luv kush sushant lok 2,luv,apartment,premium,2.85
21800000,under construction,1310,16641,2 bhk apartment in m3m capital,sector 113,squareyard,approved by rera,2,m3m capital,m3m,apartment,value-mid,2.18
19000000,under construction,1560,12179,3 bhk apartment in m3m antalya hills,sector 79,ali,approved by rera,3,m3m antalya hills,m3m,apartment,value-mid,1.9
5000000,under construction,1600,3125,3 bhk apartment in m3m antalya hills,sector 79,silver stone realty,approved by rera,3,m3m antalya hills,m3m,apartment,budget,0.5
12000000,ready to move,1093,10978,2 bhk apartment in central park flamingo floors,sector 33 sohna,property dealer,not approved by rera,2,central park flam,central,apartment,budget,1.2
21500000,ready to move,1789,12017,3 bhk apartment in central park aqua front towers,sector 33 sohna,makaan,not approved by rera,3,central park aqua front towers,central,apartment,value-mid,2.15
18500000,ready to move,1789,10340,3 bhk apartment in central park aqua front towers,sector 33 sohna,m3m,not approved by rera,3,central park aqua front towers,central,apartment,value-mid,1.85
11500000,ready to move,1093,10521,2 bhk apartment in central park flamingo floors,sector 33 sohna,jyoty enterprises,not approved by rera,2,central park flam,central,apartment,budget,1.15
12000000,ready to move,1230,9756,3 bhk apartment in central park flamingo floors,sector 33 sohna,jyoty enterprises,not approved by rera,3,central park flam,central,apartment,budget,1.2
35000000,ready to move,2600,13461,4 bhk apartment in central park aqua front towers,sector 33 sohna,jyoty enterprises,not approved by rera,4,central park aqua front towers,central,apartment,premium,3.5
24000000,ready to move,1789,13415,3 bhk apartment in central park aqua front towers,sector 33 sohna,jyoty enterprises,not approved by rera,3,central park aqua front towers,central,apartment,premium,2.4
24500000,ready to move,1789,13694,3 bhk apartment in central park aqua front towers,sector 33 sohna,jyoty enterprises,not approved by rera,3,central park aqua front towers,central,apartment,premium,2.45
13500000,ready to move,1274,10596,3 bhk apartment in central park flamingo floors,sector 33 sohna,property in gurgaon,not approved by rera,3,central park flam,central,apartment,value-mid,1.35
10800000,ready to move,1030,10500,2 bhk apartment in suncity vatsal valley independent floors 1,gwal pahari,jyoty enterprises,not approved by rera,2,suncity vatsal valley independent floors 1,suncity,apartment,budget,1.08
46000000,under construction,2380,19327,3 bhk apartment in puri diplomatic residences,sector 111,jyoty enterprises,approved by rera,3,puri diplomatic residences,puri,apartment,ultra-luxury,4.6
20800000,ready to move,1689,12314,3 bhk apartment in adani m2k oyster grande,sector 102,ms realtors,not approved by rera,3,adani m2k oyster grande,adani,apartment,value-mid,2.08
18600000,ready to move,1650,11272,3 bhk apartment in emaar gurgaon greens,sector 102,garg residency,not approved by rera,3,emaar gurgaon greens,emaar,apartment,value-mid,1.86
18000000,under construction,1566,11494,3 bhk apartment in ashiana amarah,sector 93,paras associates,approved by rera,3,ashiana amarah,ashiana,apartment,value-mid,1.8
10200000,under construction,1210,8429,2 bhk apartment in ashiana mulberry,sector 2 sohna,paras associates,approved by rera,2,ashiana mulberry,ashiana,apartment,budget,1.02
36500000,ready to move,2550,14313,3 bhk apartment in central park bellevue,sector 48,paras associates,not approved by rera,3,central park bellevue,central,apartment,premium,3.65
12500000,ready to move,915,13661,2 bhk apartment in shapoorji pallonji joyville,sector 102,manchanda realtors pvt ltd,not approved by rera,2,shapoorji pallonji joyville,shapoorji,apartment,value-mid,1.25
25000000,under construction,1902,13144,3 bhk apartment in m3m golf hills phase 1,sector 79,prince jain,approved by rera,3,m3m golf hills phase 1,m3m,apartment,premium,2.5
39000000,under construction,2380,16386,3 bhk apartment in puri diplomatic residences,sector 111,direct deals,approved by rera,3,puri diplomatic residences,puri,apartment,premium,3.9
41500000,ready to move,2950,14067,4 bhk apartment in puri diplomatic greens,sector 110a,direct deals,not approved by rera,4,puri diplomatic greens,puri,apartment,ultra-luxury,4.15
13000000,under construction,1465,8873,2 bhk apartment in ashiana mulberry,sector 2 sohna,direct deals,approved by rera,2,ashiana mulberry,ashiana,apartment,value-mid,1.3
21800000,under construction,1611,13531,3 bhk apartment in trehan luxury floors 71,sector 71,property in gurgaon,approved by rera,3,trehan luxury floors 71,trehan,apartment,value-mid,2.18
14400000,ready to move,990,14545,3 bhk apartment in shree vardhman olive,sector 2 sohna,properties for sale in gurgaon,not approved by rera,3,shree vardhman olive,shree,apartment,value-mid,1.44
55000000,under construction,2945,18675,3 bhk apartment in smart smartworld the edition,sector 66,prince jain,approved by rera,3,smart smartworld the edition,smart,apartment,ultra-luxury,5.5
23000000,under construction,1593,14438,3 bhk apartment in unitown trehan luxury floor 63,sector 63,prince jain,approved by rera,3,unitown trehan luxury floor 63,unitown,apartment,premium,2.3
10000000,ready to move,1570,6369,3 bhk apartment in unitech the residences,sector 33,prince jain,not approved by rera,3,unitech the residences,unitech,apartment,budget,1.0
20600000,ready to move,2000,10300,3 bhk apartment in indiabulls centrum park,sector 103,mahesh,not approved by rera,3,indiabulls centrum park,indiabulls,apartment,value-mid,2.06
41100000,ready to move,2527,16265,4 bhk apartment in conscient heritage one,sector 62,prince jain,not approved by rera,4,conscient heritage one,conscient,apartment,premium,4.11
32400000,ready to move,1996,16265,3 bhk apartment in conscient heritage one,sector 62,sr realty,not approved by rera,3,conscient heritage one,conscient,apartment,premium,3.24
5500000,ready to move,1100,5000,3 bhk independent floor in a3s properties homes 1new colony gurgaon,new colony,paras associates,not approved by rera,3,a3s properties homes 1new colony gurgaon,a3s,floor,budget,0.55
4400000,ready to move,850,5176,2 bhk independent floor in a3s builder,new colony,investors junction,not approved by rera,2,a3s builder,a3s,floor,budget,0.44
33500000,ready to move,3000,11166,3 bhk independent floor,sushant lok,investors junction,not approved by rera,3,outside socity,outside,plot,premium,3.35
13000000,ready to move,2580,5038,4 bhk apartment,imt manesar,a3s homes,not approved by rera,4,outside socity,outside,plot,value-mid,1.3
34400000,under construction,2206,15636,3 bhk apartment in sobha city vista residences,sector 108,a3s homes,approved by rera,3,sobha city vista residences,sobha,apartment,premium,3.44
27600000,under construction,1692,16339,2 bhk apartment in sobha city vista residences,sector 108,makaan,approved by rera,2,sobha city vista residences,sobha,apartment,premium,2.76
45000000,ready to move,2700,16666,4 bhk apartment in  belvedere tower,dlf phase 2,makaan,not approved by rera,4,belvedere tower,belvedere,apartment,ultra-luxury,4.5
10000000,under construction,838,11933,3 bhk apartment in pyramid infinity,sector 70,growmax wealth management services,approved by rera,3,pyramid inf,pyramid,apartment,budget,1.0
25000000,under construction,1605,15576,3 bhk apartment in m3m m3m crown,sector 111,growmax wealth management services,approved by rera,3,m3m m3m crown,m3m,apartment,premium,2.5
17500000,under construction,1680,10416,3 bhk independent floor in anant raj plots,sector 63,deepak property,approved by rera,3,anant raj plots,anant,floor,value-mid,1.75
80000000,ready to move,7000,11428,4 bhk apartment in dlf camellias,sector 42,deepak,not approved by rera,4,dlf camellias,dlf,apartment,ultra-luxury,8.0
17500000,under construction,1593,10986,3 bhk independent floor in anant raj plots,sector 63,home,approved by rera,3,anant raj plots,anant,floor,value-mid,1.75
15000000,under construction,2050,7317,3 bhk apartment in emaar emerald classic,sector 65,property in gurgaon,approved by rera,3,emaar emerald classic,emaar,apartment,value-mid,1.5
18900000,under construction,1630,11595,3 bhk apartment in m3m smart world orchard,sector 61,properties for sale in gurgaon,approved by rera,3,m3m smart world orchard,m3m,apartment,value-mid,1.89
14100000,under construction,1634,8690,3 bhk independent floor in m3m antalya hills phase ii,sector 79,deepak property,approved by rera,3,m3m antalya hills phase ii,m3m,floor,value-mid,1.41
19000000,under construction,1508,12599,2 bhk apartment in emaar digi homes,sector 62,deepak property,approved by rera,2,emaar digi homes,emaar,apartment,value-mid,1.9
22000000,under construction,1630,13496,3 bhk apartment in m3m smart world orchard,sector 61,deepak property,approved by rera,3,m3m smart world orchard,m3m,apartment,value-mid,2.2
55000000,under construction,4020,13681,4 bhk apartment in dlf the grove,sector 54,deepak property,approved by rera,4,dlf the grove,dlf,apartment,ultra-luxury,5.5
35100000,under construction,2597,13515,4 bhk apartment in smart smartworld one dxp,sector 113,deepak property,approved by rera,4,smart smartworld one dxp,smart,apartment,premium,3.51
17500000,under construction,1150,15217,2 bhk independent floor in m3m smart world orchard,sector 61,deepak property,approved by rera,2,m3m smart world orchard,m3m,floor,value-mid,1.75
20100000,ready to move,1390,14500,2 bhk apartment in m3m heights,sector 65,deepak property,not approved by rera,2,m3m heights,m3m,apartment,value-mid,2.01
20500000,ready to move,1620,12654,3 bhk independent floor,sector 63a,deepak property,not approved by rera,3,outside socity,outside,plot,value-mid,2.05
129900000,ready to move,5200,24980,4 bhk apartment in mahindra luminare,sector 59,deepak property,not approved by rera,4,mah,mah,apartment,ultra-luxury,12.99
29300000,under construction,2600,11269,4 bhk apartment in m3m capital,sector 113,deepak,approved by rera,4,m3m capital,m3m,apartment,premium,2.93
16400000,under construction,1370,11970,3 bhk apartment in smart world sector 113,sector 113,deepak,not approved by rera,3,smart world sector 113,smart,apartment,value-mid,1.64
25000000,under construction,2055,12165,4 bhk apartment in m3m capital,sector 113,deepak,approved by rera,4,m3m capital,m3m,apartment,premium,2.5
65200000,under construction,3106,20991,3 bhk apartment in mahindra luminare,sector 59,home,approved by rera,3,mah,mah,apartment,ultra-luxury,6.52
45000000,ready to move,4000,11250,6 bhk apartment in dlf phase 3,sector 24,properties for sale in gurgaon,not approved by rera,6,dlf phase 3,dlf,apartment,ultra-luxury,4.5
31800000,ready to move,4200,7571,4 bhk apartment in bestech park view grand spa,sector 81,sharma prop,not approved by rera,4,bestech park view grand spa,bestech,apartment,premium,3.18
61000000,ready to move,5211,11706,4 bhk apartment in paras quartier,gwal pahari,sharma prop,not approved by rera,4,paras quartier,paras,apartment,ultra-luxury,6.1
21100000,ready to move,2660,7932,3 bhk apartment in bestech park view grand spa,sector 81,cr properties,not approved by rera,3,bestech park view grand spa,bestech,apartment,value-mid,2.11
24900000,ready to move,2550,9764,4 bhk apartment in tata primanti,sector 72,sharma prop,not approved by rera,4,tata primanti,tata,apartment,premium,2.49
70000000,ready to move,7000,10000,5 bhk villa in tata primanti,sector 72,sharma prop,not approved by rera,5,tata primanti,tata,villa,ultra-luxury,7.0
15700000,under construction,1508,10411,2 bhk apartment in emaar digi homes,sector 62,sharma prop,approved by rera,2,emaar digi homes,emaar,apartment,value-mid,1.57
25700000,under construction,2588,9930,3 bhk apartment in emaar digi homes,sector 62,sharma prop,approved by rera,3,emaar digi homes,emaar,apartment,premium,2.57
23700000,under construction,3865,6131,4 bhk apartment in m3m merlin,sector 67,sharma prop,approved by rera,4,m3m merl,m3m,apartment,premium,2.37
13000000,under construction,1844,7049,3 bhk apartment in m3m merlin,sector 67,sumit kumar,approved by rera,3,m3m merl,m3m,apartment,value-mid,1.3
30800000,under construction,2875,10713,4 bhk apartment in m3m latitude,sector 65,sumit kumar,approved by rera,4,m3m latitude,m3m,apartment,premium,3.08
25500000,under construction,2380,10714,3 bhk apartment in m3m latitude,sector 65,sumit kumar,approved by rera,3,m3m latitude,m3m,apartment,premium,2.55
22000000,under construction,1665,13213,3 bhk apartment in m3m capital,sector 113,sumit kumar,approved by rera,3,m3m capital,m3m,apartment,value-mid,2.2
9300000,under construction,1146,8115,2 bhk independent floor,sector 79,sumit kumar,not approved by rera,2,outside socity,outside,plot,budget,0.93
36000000,under construction,2900,12413,3 bhk apartment in elan the presidential,sector 106,sumit kumar,approved by rera,3,elan the presidential,elan,apartment,premium,3.6
21800000,under construction,1665,13093,3 bhk apartment in m3m capital,sector 113,deepak,approved by rera,3,m3m capital,m3m,apartment,value-mid,2.18
7000000,ready to move,671,10432,1 bhk apartment in satya element one,sector 49,deepak,not approved by rera,1,satya element one,satya,apartment,budget,0.7
15000000,under construction,1500,10000,1 rk studio apartment in m3m paragon sector 57,sector 57,deepak,not approved by rera,1,m3m paragon sector 57,m3m,apartment,value-mid,1.5
21000000,ready to move,1650,12727,2 bhk apartment in unitech heritage city,sector 25,home,not approved by rera,2,unitech heritage city,unitech,apartment,value-mid,2.1
23000000,ready to move,1470,15646,2 bhk apartment in ireo victory valley,sector 67,property in gurgaon,not approved by rera,2,ireo victory valley,ireo,apartment,premium,2.3
78500000,under construction,5350,14672,4 bhk apartment in paras quartier,gwal pahari,properties for sale in gurgaon,approved by rera,4,paras quartier,paras,apartment,ultra-luxury,7.85
78400000,under construction,5350,14654,4 bhk apartment in paras quartier,gwal pahari,deepak,approved by rera,4,paras quartier,paras,apartment,ultra-luxury,7.84
19300000,under construction,1428,13529,3 bhk apartment in mangalam m3m heights m3m skycity,sector 65,deepak,approved by rera,3,mangalam m3m heights m3m skycity,mangalam,apartment,value-mid,1.93
23700000,under construction,1828,12995,3 bhk apartment in m3m skycity,sector 65,deepak,approved by rera,3,m3m skycity,m3m,apartment,premium,2.37
14500000,under construction,1888,7680,3 bhk apartment in m3m antalya hills,sector 79,deepak,approved by rera,3,m3m antalya hills,m3m,apartment,value-mid,1.45
10500000,under construction,1380,7608,2 bhk apartment in m3m antalya hills,sector 79,deepak,approved by rera,2,m3m antalya hills,m3m,apartment,budget,1.05
13500000,under construction,1534,8800,3 bhk apartment in m3m m3m antalya hills,sector 79,deepak,approved by rera,3,m3m m3m antalya hills,m3m,apartment,value-mid,1.35
23500000,under construction,2032,11564,3 bhk apartment in m3m skywalk,sector 74,deepak,approved by rera,3,m3m skywalk,m3m,apartment,premium,2.35
24000000,under construction,1850,12972,3 bhk apartment in m3m smart world orchard,sector 61,deepak,approved by rera,3,m3m smart world orchard,m3m,apartment,premium,2.4
9300000,under construction,1370,6788,2 bhk apartment in my home in the hills,sector 79,deepak,not approved by rera,2,my home,my,apartment,budget,0.93
21600000,under construction,1665,13000,3 bhk apartment in m3m capital,sector 113,deepak,approved by rera,3,m3m capital,m3m,apartment,value-mid,2.16
39000000,ready to move,2589,15069,3 bhk apartment in emaar digi homes,sector 62,deepak,not approved by rera,3,emaar digi homes,emaar,apartment,premium,3.9
31000000,under construction,2290,13537,3 bhk apartment in whiteland the aspen,sector 76,properties for sale in gurgaon,approved by rera,3,whiteland the aspen,whiteland,apartment,premium,3.1
56000000,under construction,3136,17857,3 bhk apartment in mahindra luminare phase 3 tower b,sector 59,sumit kumar,approved by rera,3,mah,mah,apartment,ultra-luxury,5.6
56000000,ready to move,1534,36506,3 bhk apartment in mahindra luminare phase 2,sector 59,four leaf clover corporation pvt ltd,not approved by rera,3,mah,mah,apartment,ultra-luxury,5.6
13800000,ready to move,2147,6447,3 bhk apartment in bptp amstoria country floor,sector 102,asset daddy,not approved by rera,3,bptp amstoria country floor,bptp,apartment,value-mid,1.38
19700000,ready to move,2833,6964,3 bhk apartment in bptp amstoria country floor,sector 102,four leaf clover corporation pvt ltd,not approved by rera,3,bptp amstoria country floor,bptp,apartment,value-mid,1.97
15600000,ready to move,2435,6447,3 bhk apartment in bptp amstoria country floor,sector 102,home,not approved by rera,3,bptp amstoria country floor,bptp,apartment,value-mid,1.56
23900000,ready to move,3440,6964,3 bhk apartment in bptp amstoria country floor,sector 102,property in gurgaon,not approved by rera,3,bptp amstoria country floor,bptp,apartment,premium,2.39
18400000,ready to move,2647,6964,3 bhk apartment in bptp amstoria country floor,sector 102,properties for sale in gurgaon,not approved by rera,3,bptp amstoria country floor,bptp,apartment,value-mid,1.84
15300000,ready to move,2384,6447,3 bhk apartment in bptp amstoria country floor,sector 102,four leaf clover corporation pvt ltd,not approved by rera,3,bptp amstoria country floor,bptp,apartment,value-mid,1.53
12800000,ready to move,1999,6447,3 bhk apartment in bptp amstoria country floor,sector 102,four leaf clover corporation pvt ltd,not approved by rera,3,bptp amstoria country floor,bptp,apartment,value-mid,1.28
13500000,ready to move,1255,10756,2 bhk apartment in central park cerise floors,sector 33 sohna,21st realty,not approved by rera,2,central park cerise floors,central,apartment,value-mid,1.35
14300000,ready to move,1210,11818,2 bhk apartment in central park cerise floors,sector 33 sohna,21st realty,not approved by rera,2,central park cerise floors,central,apartment,value-mid,1.43
32800000,under construction,2525,12990,4 bhk apartment in m3m m3m crown,sector 111,21st realty,approved by rera,4,m3m m3m crown,m3m,apartment,premium,3.28
65000000,under construction,3505,18544,4 bhk apartment in smart smartworld the edition,sector 66,thirty three estates developers,approved by rera,4,smart smartworld the edition,smart,apartment,ultra-luxury,6.5
6000000,ready to move,800,7500,2 bhk apartment in shree vardhman mantra,sector 67,thirty three estates developers,not approved by rera,2,shree vardhman mantra,shree,apartment,budget,0.6
16200000,ready to move,1351,12000,2 bhk apartment in godrej aria,sector 79,best deal,not approved by rera,2,godrej aria,godrej,apartment,value-mid,1.62
20000000,under construction,1950,10256,3 bhk apartment in m3m golf hills phase 1,sector 79,best deal,approved by rera,3,m3m golf hills phase 1,m3m,apartment,value-mid,2.0
35000000,under construction,2800,12500,3 bhk apartment in ganga nandaka,sector 84,best deal,approved by rera,3,ganga nandaka,ganga,apartment,premium,3.5
37900000,under construction,2780,13650,3 bhk apartment in vatika sovereign park,sector 99,property in gurgaon,approved by rera,3,vatika sovereign park,vatika,apartment,premium,3.79
5705000,ready to move,1001,5700,2 bhk apartment in sare royal greens,sector 92,21st realty,not approved by rera,2,sare royal greens,sare,apartment,budget,0.5705
10500000,ready to move,1859,5700,4 bhk apartment in sare royal greens,sector 92,21st realty,not approved by rera,4,sare royal greens,sare,apartment,budget,1.05
45700000,under construction,3350,13650,4 bhk apartment in vatika sovereign park,sector 99,doctor homez,approved by rera,4,vatika sovereign park,vatika,apartment,ultra-luxury,4.57
45800000,under construction,3360,13650,4 bhk apartment in vatika sovereign park,sector 99,doctor homez,approved by rera,4,vatika sovereign park,vatika,apartment,ultra-luxury,4.58
14500000,under construction,1420,10211,2 bhk apartment in m3m golf hills phase 1,sector 79,doctor homez,approved by rera,2,m3m golf hills phase 1,m3m,apartment,value-mid,1.45
56500000,under construction,3136,18016,3 bhk apartment in mahindra luminare phase 3 tower b,sector 59,doctor homez,approved by rera,3,mah,mah,apartment,ultra-luxury,5.65
21500000,under construction,2200,9772,4 bhk apartment in dlf garden city independent floors,sector 92,deepak,approved by rera,4,dlf garden city independent floors,dlf,apartment,value-mid,2.15
11500000,under construction,1423,8081,3 bhk apartment in smart smart world gems,sector 89,home,approved by rera,3,smart smart world gems,smart,apartment,budget,1.15
65000000,ready to move,6000,10833,4 bhk villa in bptp fortuna,sector 70,property in gurgaon,not approved by rera,4,bptp fortuna,bptp,villa,ultra-luxury,6.5
15000000,under construction,1634,9179,3 bhk apartment in m3m antalya hills phase ii,sector 79,properties for sale in gurgaon,approved by rera,3,m3m antalya hills phase ii,m3m,apartment,value-mid,1.5
10500000,under construction,1193,8801,2 bhk apartment in m3m m3m antalya hills,sector 79,deepak,approved by rera,2,m3m m3m antalya hills,m3m,apartment,budget,1.05
55000000,under construction,1996,27555,4 bhk apartment in m3m latitude,sector 65,deepak,approved by rera,4,m3m latitude,m3m,apartment,ultra-luxury,5.5
31000000,ready to move,2217,14000,3 bhk apartment in tata tata la vida,sector 113,sairabh ventures pvt ltd,not approved by rera,3,tata tata la vida,tata,apartment,premium,3.1
17800000,ready to move,1276,14000,2 bhk apartment in tata tata la vida,sector 113,sairabh ventures pvt ltd,not approved by rera,2,tata tata la vida,tata,apartment,value-mid,1.78
37600000,ready to move,2690,14000,3 bhk apartment in tata tata la vida,sector 113,make my asset,not approved by rera,3,tata tata la vida,tata,apartment,premium,3.76
22100000,ready to move,1579,14000,3 bhk apartment in tata tata la vida,sector 113,make my asset,not approved by rera,3,tata tata la vida,tata,apartment,value-mid,2.21
31700000,ready to move,2350,13500,3 bhk apartment in aipl the peaceful homes,sector 70a,make my asset,not approved by rera,3,aipl the peaceful homes,aipl,apartment,premium,3.17
29000000,ready to move,2150,13500,3 bhk apartment in aipl the peaceful homes,sector 70a,make my asset,not approved by rera,3,aipl the peaceful homes,aipl,apartment,premium,2.9
21400000,ready to move,1719,12500,2 bhk apartment in aipl the peaceful homes,sector 70a,make my asset,not approved by rera,2,aipl the peaceful homes,aipl,apartment,value-mid,2.14
19500000,ready to move,1565,12500,2 bhk apartment in aipl the peaceful homes,sector 70a,make my asset,not approved by rera,2,aipl the peaceful homes,aipl,apartment,value-mid,1.95
33400000,ready to move,2475,13500,3 bhk apartment in aipl the peaceful homes,sector 70a,make my asset,not approved by rera,3,aipl the peaceful homes,aipl,apartment,premium,3.34
31400000,ready to move,1812,17350,3 bhk apartment in tulip leaf,sector 69,make my asset,not approved by rera,3,tulip leaf,tulip,apartment,premium,3.14
18000000,ready to move,1039,17350,3 bhk apartment in tulip leaf,sector 69,make my asset,not approved by rera,3,tulip leaf,tulip,apartment,value-mid,1.8
25900000,ready to move,1346,19308,2 bhk apartment in m3m skywalk,sector 74,make my asset,not approved by rera,2,m3m skywalk,m3m,apartment,premium,2.59
31300000,ready to move,1626,19307,3 bhk apartment in m3m skywalk,sector 74,make my asset,not approved by rera,3,m3m skywalk,m3m,apartment,premium,3.13
21700000,ready to move,1125,19313,2 bhk apartment in m3m skywalk,sector 74,make my asset,not approved by rera,2,m3m skywalk,m3m,apartment,value-mid,2.17
31100000,ready to move,1614,19304,3 bhk apartment in m3m skywalk,sector 74,make my asset,not approved by rera,3,m3m skywalk,m3m,apartment,premium,3.11
21900000,ready to move,1139,19303,2 bhk apartment in m3m skywalk,sector 74,make my asset,not approved by rera,2,m3m skywalk,m3m,apartment,value-mid,2.19
21800000,ready to move,1132,19300,2 bhk apartment in m3m skywalk,sector 74,make my asset,not approved by rera,2,m3m skywalk,m3m,apartment,value-mid,2.18
32900000,ready to move,2441,13500,2 bhk apartment in experion windchants,sector 112,make my asset,not approved by rera,2,experion w,experion,apartment,premium,3.29
50800000,ready to move,3763,13500,3 bhk apartment in experion windchants,sector 112,make my asset,not approved by rera,3,experion w,experion,apartment,ultra-luxury,5.08
65400000,ready to move,4850,13500,4 bhk apartment in experion windchants,sector 112,make my asset,not approved by rera,4,experion w,experion,apartment,ultra-luxury,6.54
37800000,ready to move,2802,13500,3 bhk apartment in experion windchants,sector 112,make my asset,not approved by rera,3,experion w,experion,apartment,premium,3.78
38000000,ready to move,4650,8172,4 bhk apartment in experion windchants,sector 112,mehta real estate,not approved by rera,4,experion w,experion,apartment,premium,3.8
15500000,ready to move,2375,6526,3 bhk independent floor in reputed builder sushant lok 3,sector 57,mehta real estate,not approved by rera,3,reputed builder sushant lok 3,reputed,floor,value-mid,1.55
29000000,ready to move,3240,8950,4 bhk independent floor in vipul world plots,sector 48,mehta real estate,not approved by rera,4,vipul world plots,vipul,floor,premium,2.9
3550000,ready to move,1000,3550,2 bhk independent floor,sector 3a,ind home,not approved by rera,2,outside socity,outside,plot,budget,0.355
